+0000050493.,?Peter Swagerman?,?2520 S MAIN AVE?,?HIGHLAND HEIGHTS?,?KY?,?41076?,+000000000033637.,+000000000001973.,+00002.
+0000050496.,?Steven Vance?,?28 REGIMENT CT?,?WILDER?,?KY?,?41076?,+000000000066361.,+000000000001603.,+00006.
+0000050497.,?Normen Kleewein?,?260 PARK AVE?,?LUDLOW?,?KY?,?41016?,+000000000077272.,+000000000002809.,+00004.
+0000050500.,?Samuel Jou?,?7002 NOB HILL DR?,?FORT THOMAS?,?KY?,?41075?,+000000000100905.,+000000000002235.,+00006.
+0000050647.,?Michelle Vincent?,?945 SPRING ST # 47?,?COVINGTON?,?KY?,?41016?,+000000000077273.,+000000000001009.,+00008.
+0000050708.,?Albert Huras?,?167 WINTERS LN?,?COLD SPRING?,?KY?,?41076?,+000000000088185.,+000000000000776.,+00008.
+0000050796.,?Normen Smith?,?5105 STEWART DR?,?LOUISVILLE?,?KY?,?40216?,+000000000066364.,+000000000001906.,+00005.
+0000050903.,?Brian Jou?,?10709 KAY DR?,?FAIRDALE?,?KY?,?40118?,+000000000083632.,+000000000002588.,+00005.
+0000051233.,?Normen McArthur?,?615 BUSH LN?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000083635.,+000000000002891.,+00004.
+0000051235.,?Mary Huras?,?3685 MELROSE RD?,?SONORA?,?KY?,?42776?,+000000000105457.,+000000000001862.,+00007.
+0000051329.,?Albert Vincent?,?624 COTTONWOOD DR?,?RADCLIFF?,?KY?,?40160?,+000000000149092.,+000000000002698.,+00007.
+0000051529.,?Yun Grandbois?,?1826 OLD E TOWN RD?,?HODGENVILLE?,?KY?,?42748?,+000000000049094.,+000000000002561.,+00002.
+0000051564.,?Grace Elliot?,?206 BURNAM CT?,?RICHMOND?,?KY?,?40475?,+000000000094549.,+000000000000959.,+00008.
+0000051590.,?Michelle Lin?,?120 LANKFORD DR?,?GEORGETOWN?,?KY?,?40324?,+000000000050905.,+000000000001116.,+00006.
+0000051647.,?Normen Jou?,?172 GEMINI TRL?,?GEORGETOWN?,?KY?,?40324?,+000000000027273.,+000000000001790.,+00001.
+0000051760.,?Cindy McArthur?,?112 GEORGE ST?,?BEREA?,?KY?,?40403?,+000000000100907.,+000000000002437.,+00006.
+0000051796.,?Gene Chamberlin?,?765 ZANDALE DR?,?LEXINGTON?,?KY?,?40502?,+000000000016364.,+000000000000786.,+00002.
+0000051831.,?Normen Henderson?,?11703 LEEMONT DR?,?LOUISVILLE?,?KY?,?40272?,+000000000061819.,+000000000002624.,+00003.
+0000052267.,?Steven Jou?,?156 LOUISE DR?,?FORT MITCHELL?,?KY?,?41017?,+000000000077279.,+000000000001614.,+00006.
+0000052270.,?Mary Tran?,?253 N ASHBROOK CIR?,?LAKESIDE PARK?,?KY?,?41017?,+000000000100902.,+000000000001933.,+00007.
+0000052418.,?Michelle Vance?,?3616 WILLOW SPG?,?LEXINGTON?,?KY?,?40509?,+000000000088182.,+000000000000474.,+00009.
+0000052662.,?Samuel Vincent?,?492 SHEFFIELD DR?,?VERSAILLES?,?KY?,?40383?,+000000000122728.,+000000000001308.,+00008.
+0000052686.,?Albert Scott?,?136 WINTERS LN?,?COLD SPRING?,?KY?,?41076?,+000000000066362.,+000000000001704.,+00006.
+0000052707.,?Mary Grandbois?,?8709 BROWN AUSTIN RD?,?FAIRDALE?,?KY?,?40118?,+000000000127274.,+000000000002229.,+00007.
+0000052752.,?Rajendra McArthur?,?449 PICKETT DR?,?COVINGTON?,?KY?,?41011?,+000000000122729.,+000000000001408.,+00008.
+0000052760.,?Grace Kleewein?,?1823 HARRODSBURG RD?,?LAWRENCEBURG?,?KY?,?40342?,+000000000050907.,+000000000001318.,+00006.
+0000053123.,?Albert Winer?,?168 3RD ST?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000083634.,+000000000002790.,+00004.
+0000053210.,?Steven Mayer?,?967 SAMUEL ST?,?LOUISVILLE?,?KY?,?40204?,+000000000050902.,+000000000000814.,+00007.
+0000053300.,?Yun Elliot?,?3324 MOULTON LN?,?LOUISVILLE?,?KY?,?40218?,+000000000050903.,+000000000000915.,+00007.
+0000053431.,?Ping Smith?,?6501 SKYLINE DR?,?LOUISVILLE?,?KY?,?40272?,+000000000011815.,+000000000003001.,+00001.
+0000053596.,?Eileen Vance?,?1114 GARDEN CREEK CIR?,?LOUISVILLE?,?KY?,?40223?,+000000000016362.,+000000000000585.,+00004.
+0000053740.,?Normen Scott?,?128 MCCLURE RD?,?WINCHESTER?,?KY?,?40391?,+000000000100907.,+000000000002437.,+00006.
+0000053802.,?Daniel Scott?,?4633 PLEASANT HILL RD?,?UPTON?,?KY?,?42784?,+000000000122720.,+000000000002401.,+00007.
+0000053984.,?Hsin Panwar?,?4900 WELLSWORTH AVE?,?LOUISVILLE?,?KY?,?40216?,+000000000144543.,+000000000001474.,+00008.
+0000054083.,?Cindy Wilson?,?6705 OLD ZARING RD?,?CRESTWOOD?,?KY?,?40014?,+000000000083633.,+000000000002689.,+00005.
+0000054204.,?Albert Kifer?,?3017 REDSTONE DR?,?BURLINGTON?,?KY?,?41005?,+000000000094546.,+000000000000657.,+00008.
+0000054205.,?Roy Scott?,?305 LYTLE AVE?,?ELSMERE?,?KY?,?41018?,+000000000105457.,+000000000001862.,+00007.
+0000054206.,?Keith Smith?,?2377 PETERSBURG RD?,?HEBRON?,?KY?,?41048?,+000000000116368.,+000000000001528.,+00008.
+0000054363.,?Mary Winer?,?10502 SEDALIA CT?,?LOUISVILLE?,?KY?,?40272?,+000000000033636.,+000000000001872.,+00002.
+0000054516.,?Eileen Smith?,?2468 LITTLE BEND RD?,?BATTLETOWN?,?KY?,?40104?,+000000000066361.,+000000000001603.,+00006.
+0000054622.,?Ingrid Fuh?,?235 JACKSONVILLE RD?,?BAGDAD?,?KY?,?40003?,+000000000072728.,+000000000002088.,+00005.
+0000054730.,?Rajendra Peterson?,?80 EDWARDS LN?,?BOSTON?,?KY?,?40107?,+000000000100907.,+000000000002437.,+00006.
+0000055424.,?Roy Carey?,?608 DUVALL ST?,?LOUISVILLE?,?KY?,?40217?,+000000000144548.,+000000000001977.,+00007.
+0000055661.,?Michelle Kifer?,?5 E 30TH ST?,?LATONIA?,?KY?,?41015?,+000000000111817.,+000000000001641.,+00007.
+0000055709.,?Hsin Li?,?4704 BROOKSIDE WAY?,?LEXINGTON?,?KY?,?40515?,+000000000149096.,+000000000001201.,+00008.
+0000055733.,?Brian Chamberlin?,?8407 ROBIN HILL DR?,?LOUISVILLE?,?KY?,?40291?,+000000000083630.,+000000000002387.,+00005.
+0000056157.,?Mary Kifer?,?24 WINN AVE?,?WINCHESTER?,?KY?,?40391?,+000000000127278.,+000000000002633.,+00006.
+0000056276.,?Keith Elliot?,?1713 DEERWOOD AVE?,?LOUISVILLE?,?KY?,?40205?,+000000000116368.,+000000000001528.,+00008.
+0000056277.,?Jean Harris?,?8013 JUDGE BLVD?,?LOUISVILLE?,?KY?,?40219?,+000000000127279.,+000000000002733.,+00006.
+0000056634.,?Peter Vance?,?474 GRANDVIEW RD?,?ALEXANDRIA?,?KY?,?41001?,+000000000094540.,+000000000001952.,+00006.
+0000056821.,?Steven Kleewein?,?5319 STEPHAN DR?,?LOUISVILLE?,?KY?,?40258?,+000000000011819.,+000000000001504.,+00001.
+0000056844.,?Steven McArthur?,?3514 RAMSGATE CT?,?LEXINGTON?,?KY?,?40503?,+000000000094542.,+000000000002154.,+00006.
+0000056886.,?Ted Jou?,?303 FRANKLIN LN?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000066364.,+000000000001906.,+00005.
+0000057058.,?Keith Smith?,?622 ROGERS RD?,?LEXINGTON?,?KY?,?40505?,+000000000138188.,+000000000000298.,+00009.
+0000057290.,?Ingrid Li?,?549 LONE OAK DR?,?LEXINGTON?,?KY?,?40503?,+000000000050902.,+000000000000814.,+00007.
+0000057350.,?Steven Fuh?,?6302 PRICE LN?,?LOUISVILLE?,?KY?,?40229?,+000000000050903.,+000000000000915.,+00007.
+0000057496.,?Jean McKnight?,?1174 CLINTONVILLE RD?,?PARIS?,?KY?,?40361?,+000000000016361.,+000000000000484.,+00005.
+0000057499.,?Lawrence Swagerman?,?197 OLD COACH RD?,?NICHOLASVILLE?,?KY?,?40356?,+000000000049094.,+000000000002561.,+00002.
+0000057643.,?Daniel Mayer?,?310 HIGH ST?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000133639.,+000000000002513.,+00007.
+0000057644.,?Eileen Peterson?,?616 GRAYSON ST?,?UPTON?,?KY?,?42784?,+000000000144540.,+000000000001171.,+00008.
+0000057650.,?Normen McArthur?,?2403 HARRODS POINTE TRCE?,?LEXINGTON?,?KY?,?40514?,+000000000050906.,+000000000001217.,+00006.
+0000057668.,?Ted Ryden?,?219 INDEPENDENCE CT?,?GEORGETOWN?,?KY?,?40324?,+000000000088184.,+000000000000676.,+00008.
+0000058062.,?Cindy Henderson?,?8935 LEITCHFIELD RD?,?CECILIA?,?KY?,?42724?,+000000000122722.,+000000000000703.,+00009.
+0000058192.,?Ping Lee?,?2045 REBEL RD?,?LEXINGTON?,?KY?,?40503?,+000000000072723.,+000000000001584.,+00006.
+0000058227.,?Mary Wang?,?2111 OAKLAND AVE?,?COVINGTON?,?KY?,?41014?,+000000000127279.,+000000000002733.,+00006.
+0000058378.,?Brian Lee?,?1095 CROOKED CREEK RD?,?IRVINE?,?KY?,?40336?,+000000000138181.,+000000000001493.,+00008.
+0000058480.,?Mary Mayer?,?215 BROOKSHORE AVE?,?BOWLING GREEN?,?KY?,?42101?,+000000000100904.,+000000000002135.,+00006.
+0000058771.,?Eileen Chamberlin?,?276 SAGUARO DR?,?LOUISVILLE?,?KY?,?40229?,+000000000011818.,+000000000001404.,+00001.
+0000058788.,?Gene Harris?,?1025 CLAYBORNE RD?,?LOUISVILLE?,?KY?,?40214?,+000000000038185.,+000000000001557.,+00003.
+0000059119.,?Yun Li?,?4061 PALMETTO DR?,?LEXINGTON?,?KY?,?40513?,+000000000049090.,+000000000002158.,+00003.
+0000059524.,?Gene Tran?,?107 LAKEVIEW DR?,?ELIZABETHTOWN?,?KY?,?42701?,+000000000044549.,+000000000001740.,+00004.
+0000059525.,?Michelle Lee?,?2730 BACON CREEK RD?,?BONNIEVILLE?,?KY?,?42713?,+000000000055450.,+000000000001937.,+00004.
+0000059616.,?Gene Pan?,?4518 MERIDALE AVE?,?LOUISVILLE?,?KY?,?40214?,+000000000066362.,+000000000001704.,+00006.
+0000059623.,?Ted Cody?,?92 REESE ST?,?IRVINE?,?KY?,?40336?,+000000000133639.,+000000000002513.,+00007.
+0000059862.,?Albert Jou?,?219 HOLIDAY RD?,?WINCHESTER?,?KY?,?40391?,+000000000122720.,+000000000002401.,+00007.
+0000060111.,?Normen Li?,?1499 VINTAGE CIR?,?LEXINGTON?,?KY?,?40517?,+000000000061812.,+000000000001918.,+00005.
+0000060257.,?Ingrid Vincent?,?21 LANGVIEW DR?,?WILDER?,?KY?,?41076?,+000000000027279.,+000000000002395.,+00001.
+0000060665.,?Mary Kleewein?,?1314 JONI DR?,?LOUISVILLE?,?KY?,?40216?,+000000000055451.,+000000000002038.,+00004.
+0000060916.,?Normen Jou?,?3042 WICKLAND RD?,?LOUISVILLE?,?KY?,?40205?,+000000000016365.,+000000000000887.,+00002.
+0000060925.,?Grace Cody?,?11 RIDGETRAIL CT?,?WILDER?,?KY?,?41076?,+000000000105454.,+000000000001560.,+00007.
+0000060929.,?Ping Mayer?,?937 PHILADELPHIA ST?,?COVINGTON?,?KY?,?41011?,+000000000149098.,+000000000001402.,+00008.
+0000060947.,?Ingrid Jou?,?419 HIGHWAY AVE?,?LUDLOW?,?KY?,?41016?,+000000000027276.,+000000000002093.,+00001.
+0000060968.,?Keith McKnight?,?5046 NELSONVILLE RD?,?BOSTON?,?KY?,?40107?,+000000000088187.,+000000000000978.,+00008.
+0000061156.,?Lawrence Vincent?,?185 FOREST PARK RD?,?LEXINGTON?,?KY?,?40503?,+000000000016367.,+000000000001089.,+00001.
+0000061201.,?Grace Grandbois?,?308 E 2ND STREET?,?SILVER GROVE?,?KY?,?41085?,+000000000011813.,+000000000002800.,+00001.
+0000061218.,?Samuel Vincent?,?607 ELM ST?,?LUDLOW?,?KY?,?41016?,+000000000038180.,+000000000001053.,+00005.
